"","IDEOLOGIA","GOSTA_BOLSONARO","GOSTA_PT","GOSTA_LULA","INTERV_MIL_CRIME","INTERV_MIL_CORRUPCAO","INTERV_MIL_INST_POL","cluster","membership_cluster1","membership_cluster2","membership_cluster3"
"293",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"294",10,0,5,10,2,1,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"295",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"296",10,0,10,10,2,1,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"297",9,9,3,2,1,1,2,1,0.997632632401428,0.000678227919121117,0.00168913967945149
"298",1,0,6,7,2,2,2,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"299",9,3,0,5,2,2,1,3,0.0822278130739926,0.037691854079809,0.880080332846198
"300",5,0,10,10,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"301",4,4,5,5,1,2,2,2,0.171166099005819,0.461947482239391,0.36688641875479
"302",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"303",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"304",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"305",10,7,0,0,1,1,1,1,0.848880198367097,0.0311876850968327,0.119932116536071
"306",0,0,7,7,1,1,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"307",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"308",5,6,8,7,2,2,2,1,0.383913481208722,0.252642042659962,0.363444476131316
"309",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"310",5,0,8,10,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"311",8,8,0,0,1,1,1,1,0.908994400780259,0.025452049081644,0.065553550138097
"312",9,8,0,0,2,1,2,1,0.962524793430876,0.00954038504422914,0.0279348215248949
"313",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"314",6,6,2,2,2,1,2,1,0.450770337356077,0.173034714493355,0.376194948150568
"315",5,3,5,10,2,2,2,3,0.134041585002754,0.325953365517168,0.540005049480079
"316",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"317",1,0,9,10,2,2,2,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"318",0,0,10,10,2,1,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"319",10,0,10,5,1,1,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"320",10,0,5,0,1,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"321",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"322",10,7,0,0,1,1,1,1,0.848880198367097,0.0311876850968327,0.119932116536071
"323",5,0,0,0,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"324",10,0,6,3,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"325",0,0,8,8,2,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"326",9,2,10,10,2,2,2,3,0.0235653149287909,0.0153649747766445,0.961069710294565
"327",1,0,8,8,2,2,2,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"328",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"329",10,8,0,0,2,1,2,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"330",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"331",0,0,3,2,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"332",10,10,10,10,1,2,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"333",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"334",8,8,5,3,2,1,2,1,0.908994400780259,0.025452049081644,0.065553550138097
"335",7,0,10,10,2,2,1,3,0.0352633155272779,0.0742637801201011,0.890472904352621
"336",2,0,0,5,2,2,1,2,0.00830528224835712,0.966185376536416,0.0255093412152266
"337",10,10,0,7,1,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"338",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"339",7,8,3,5,1,1,2,1,0.806395505103341,0.0615509621406489,0.132053532756011
"340",5,10,0,0,1,1,1,1,0.677120811412406,0.143693414348996,0.179185774238598
"341",5,10,1,0,2,2,2,1,0.677120811412406,0.143693414348996,0.179185774238598
"342",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"343",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"344",10,5,10,10,1,1,1,3,0.462027183622565,0.0697868238365981,0.468185992540837
"345",9,0,10,10,1,1,1,3,0.0309806029645403,0.03396540426544,0.93505399277002
"346",8,8,5,5,2,1,1,1,0.908994400780259,0.025452049081644,0.065553550138097
"347",10,0,10,10,1,1,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"348",6,9,0,0,2,1,1,1,0.750709265285448,0.0967703306488544,0.152520404065698
"349",10,10,5,0,2,2,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"350",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"351",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"352",5,1,9,9,1,1,2,3,0.077500068021449,0.366468352785861,0.55603157919269
"353",10,0,5,10,1,1,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"354",5,7,0,0,1,1,1,1,0.488619041168091,0.215413755085824,0.295967203746085
"355",5,10,1,5,2,2,2,1,0.677120811412406,0.143693414348996,0.179185774238598
"356",10,10,2,5,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"357",10,8,0,0,1,1,1,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"358",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"359",7,3,7,7,2,1,2,3,0.0826918450421878,0.0747979613814494,0.842510193576363
"360",7,8,0,0,2,1,1,1,0.806395505103341,0.0615509621406489,0.132053532756011
"361",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"362",10,10,2,1,2,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"363",10,8,0,0,2,1,1,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"364",6,4,3,3,1,1,1,3,0.197571765936269,0.188097575645228,0.614330658418502
"365",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"366",6,1,0,0,2,1,2,3,0.0579153084298822,0.156002119879951,0.786082571690167
"367",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"368",6,6,0,0,1,1,1,1,0.450770337356077,0.173034714493355,0.376194948150568
"369",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"370",3,0,5,9,2,2,2,2,0.0303336817392185,0.853667235666579,0.115999082594203
"371",10,10,0,0,1,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"372",10,8,1,0,2,2,2,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"373",5,0,2,0,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"374",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"375",0,0,0,10,2,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"376",0,0,5,7,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"377",3,5,3,2,2,1,1,2,0.196935483001763,0.523407648485907,0.279656868512331
"378",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"379",5,4,4,4,1,2,2,3,0.195220973867607,0.309805566138108,0.494973459994285
"380",0,7,10,10,2,1,1,2,0.223505639214186,0.560557543710668,0.215936817075146
"381",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"382",9,10,0,0,2,1,1,1,0.982832016164015,0.00538056526105506,0.01178741857493
"383",0,0,4,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"384",10,5,0,0,1,1,1,3,0.462027183622565,0.0697868238365981,0.468185992540837
"385",4,6,5,6,2,2,2,2,0.322202275174617,0.348716635861736,0.329081088963646
"386",0,0,8,8,2,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"387",8,10,8,0,1,1,2,1,0.946886856813528,0.0178553940368118,0.0352577491496606
"388",10,10,0,0,2,2,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"389",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"390",10,4,0,6,1,1,1,3,0.271950750678415,0.067358835156187,0.660690414165398
"391",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"392",9,9,3,3,1,1,1,1,0.997632632401428,0.000678227919121117,0.00168913967945149
"393",0,10,0,0,1,1,1,2,0.353637644137966,0.407216372177442,0.239145983684592
"394",10,0,10,10,1,2,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"395",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"396",8,1,3,8,1,1,2,3,0.00255576715492831,0.00299498157515471,0.994449251269917
"397",5,1,6,7,1,1,1,3,0.077500068021449,0.366468352785861,0.55603157919269
"398",1,0,8,7,2,2,2,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"399",7,3,1,1,2,1,1,3,0.0826918450421878,0.0747979613814494,0.842510193576363
"400",10,0,10,10,1,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"401",10,0,0,10,1,1,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"402",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"403",10,10,7,9,1,2,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"404",10,10,0,0,1,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"405",10,10,1,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"406",7,6,1,2,1,1,1,1,0.523648047172003,0.115610977808634,0.360740975019363
"407",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"408",5,8,6,7,1,1,1,1,0.577832761163517,0.181816931162981,0.240350307673502
"409",9,3,2,8,1,1,1,3,0.0822278130739926,0.037691854079809,0.880080332846198
"410",10,0,0,0,2,2,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"411",10,10,10,10,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"412",7,8,3,4,2,1,2,1,0.806395505103341,0.0615509621406489,0.132053532756011
"413",10,10,4,2,2,2,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"414",5,0,5,10,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"415",7,2,0,0,2,2,2,3,0.0329429716232004,0.042300749727022,0.924756278649777
"416",5,0,5,0,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"417",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"418",5,0,10,10,2,1,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"419",5,6,2,3,1,1,2,1,0.383913481208722,0.252642042659962,0.363444476131316
"420",10,0,8,8,2,1,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"421",10,5,7,6,2,2,2,3,0.462027183622565,0.0697868238365981,0.468185992540837
"422",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"423",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"424",5,7,6,7,1,1,2,1,0.488619041168091,0.215413755085824,0.295967203746085
"425",2,0,9,10,2,1,2,2,0.00830528224835712,0.966185376536416,0.0255093412152266
"426",4,0,5,5,2,2,2,2,0.0578969456887985,0.646804014837214,0.295299039473988
"427",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"428",1,0,7,8,1,1,1,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"429",2,0,9,9,1,1,1,2,0.00830528224835712,0.966185376536416,0.0255093412152266
"430",2,0,8,10,1,1,1,2,0.00830528224835712,0.966185376536416,0.0255093412152266
"431",1,0,8,10,1,1,1,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"432",10,8,0,0,2,2,2,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"433",6,10,1,0,1,1,1,1,0.776330579856282,0.0901897389735593,0.133479681170158
"434",10,9,8,6,1,1,1,1,0.985896933695699,0.00382492991739206,0.0102781363869092
"435",10,0,8,10,1,1,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"436",7,6,0,3,1,1,2,1,0.523648047172003,0.115610977808634,0.360740975019363
"437",10,6,3,2,1,1,1,1,0.673843414082838,0.0550458370572463,0.271110748859915
"438",10,10,0,1,1,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"439",0,1,8,10,1,1,1,2,0.0096485042041423,0.970067274480514,0.0202842213153439
"440",0,0,7,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"441",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"442",8,10,0,0,2,1,1,1,0.946886856813528,0.0178553940368118,0.0352577491496606
"443",5,7,8,10,2,2,1,1,0.488619041168091,0.215413755085824,0.295967203746085
"444",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"445",4,3,2,4,2,2,1,2,0.119269618546095,0.522305286818845,0.35842509463506
"446",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"447",8,8,0,5,2,2,2,1,0.908994400780259,0.025452049081644,0.065553550138097
"448",10,9,0,0,1,1,1,1,0.985896933695699,0.00382492991739206,0.0102781363869092
"449",0,0,8,9,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"450",9,0,10,10,1,1,1,3,0.0309806029645403,0.03396540426544,0.93505399277002
"451",9,10,5,0,1,1,1,1,0.982832016164015,0.00538056526105506,0.01178741857493
"452",7,0,10,10,2,1,1,3,0.0352633155272779,0.0742637801201011,0.890472904352621
"453",5,0,0,7,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"454",10,0,5,10,1,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"455",8,5,0,0,1,1,1,3,0.374754060477184,0.0909364872875562,0.534309452235259
"456",8,9,5,5,1,1,1,1,0.953197577198148,0.0145428652024663,0.0322595575993861
"457",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"458",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"459",10,5,0,0,2,2,2,3,0.462027183622565,0.0697868238365981,0.468185992540837
"460",9,10,6,1,1,1,1,1,0.982832016164015,0.00538056526105506,0.01178741857493
"461",5,0,10,10,1,1,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"462",8,7,0,0,1,1,2,1,0.790358606609221,0.0507306537055148,0.158910739685265
"463",5,6,10,4,1,1,1,1,0.383913481208722,0.252642042659962,0.363444476131316
"464",10,8,0,2,1,2,2,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"465",1,0,9,9,2,1,2,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"466",2,0,8,10,2,2,2,2,0.00830528224835712,0.966185376536416,0.0255093412152266
"467",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"468",0,0,10,10,2,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"469",5,10,8,8,1,1,2,1,0.677120811412406,0.143693414348996,0.179185774238598
"470",5,5,5,7,2,1,2,3,0.280947515276685,0.285812622484835,0.43323986223848
"471",6,3,2,0,2,2,2,3,0.117784811923392,0.168794161402318,0.71342102667429
"472",8,8,0,0,1,1,1,1,0.908994400780259,0.025452049081644,0.065553550138097
"473",10,3,10,10,1,1,1,3,0.142780282763495,0.0531554174358033,0.804064299800702
"474",10,0,10,10,1,1,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"475",0,0,0,5,2,2,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"476",7,0,0,0,2,2,2,3,0.0352633155272779,0.0742637801201011,0.890472904352621
"477",3,0,6,7,2,2,2,2,0.0303336817392185,0.853667235666579,0.115999082594203
"478",2,0,0,9,2,2,2,2,0.00830528224835712,0.966185376536416,0.0255093412152266
"479",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"480",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"481",0,0,10,10,1,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"482",10,10,1,0,1,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"483",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"484",8,8,0,0,1,1,1,1,0.908994400780259,0.025452049081644,0.065553550138097
"485",10,7,8,10,1,1,1,1,0.848880198367097,0.0311876850968327,0.119932116536071
"486",10,10,3,10,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"487",10,10,0,0,2,2,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"488",10,0,10,10,2,1,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"489",6,0,10,10,1,1,1,3,0.0589263295004171,0.192926192079372,0.748147478420211
"490",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"491",0,0,5,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"492",5,0,8,10,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"493",0,0,8,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"494",10,1,2,10,1,1,1,3,0.0576004754370169,0.0398228171539922,0.902576707408991
"495",10,9,0,0,1,1,1,1,0.985896933695699,0.00382492991739206,0.0102781363869092
"496",6,8,0,2,2,2,2,1,0.688157108204545,0.115149635289689,0.196693256505766
"497",5,0,7,5,2,2,1,3,0.0707433876848691,0.398343040195579,0.530913572119552
"498",10,0,10,10,2,1,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"499",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"500",0,0,2,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"501",10,10,0,2,1,2,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"502",10,10,6,4,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"503",0,10,0,0,2,2,2,2,0.353637644137966,0.407216372177442,0.239145983684592
"504",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"505",10,10,3,1,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"506",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"507",7,4,5,5,2,2,2,3,0.18564532822253,0.110966245225442,0.703388426552028
"508",5,0,7,10,1,1,1,3,0.0707433876848691,0.398343040195579,0.530913572119552
"509",10,10,5,4,1,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"510",9,10,0,0,1,2,1,1,0.982832016164015,0.00538056526105506,0.01178741857493
"511",8,10,0,0,1,1,1,1,0.946886856813528,0.0178553940368118,0.0352577491496606
"512",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"513",0,0,9,9,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"514",9,2,7,5,2,1,2,3,0.0235653149287909,0.0153649747766445,0.961069710294565
"515",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"516",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"517",0,0,10,10,1,1,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"518",1,0,9,9,2,2,2,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"519",5,0,4,7,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"520",5,7,0,0,2,1,2,1,0.488619041168091,0.215413755085824,0.295967203746085
"521",5,0,5,5,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"522",9,9,2,2,2,1,1,1,0.997632632401428,0.000678227919121117,0.00168913967945149
"523",10,6,5,4,1,1,2,1,0.673843414082838,0.0550458370572463,0.271110748859915
"524",2,7,9,9,1,1,2,2,0.287138835086945,0.459698416784957,0.253162748128098
"525",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"526",5,5,0,0,1,1,1,3,0.280947515276685,0.285812622484835,0.43323986223848
"527",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"528",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"529",10,7,0,0,1,1,1,1,0.848880198367097,0.0311876850968327,0.119932116536071
"530",10,10,1,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"531",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"532",0,1,10,9,2,2,2,2,0.0096485042041423,0.970067274480514,0.0202842213153439
"533",10,9,0,0,1,1,1,1,0.985896933695699,0.00382492991739206,0.0102781363869092
"534",6,4,4,4,2,1,2,3,0.197571765936269,0.188097575645228,0.614330658418502
"535",4,0,5,5,1,2,2,2,0.0578969456887985,0.646804014837214,0.295299039473988
"536",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"537",3,0,7,7,2,1,2,2,0.0303336817392185,0.853667235666579,0.115999082594203
"538",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"539",0,0,7,10,1,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"540",8,9,8,8,2,1,1,1,0.953197577198148,0.0145428652024663,0.0322595575993861
"541",10,8,0,0,2,2,1,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"542",0,0,0,0,2,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"543",8,9,7,6,1,1,2,1,0.953197577198148,0.0145428652024663,0.0322595575993861
"544",6,2,5,6,2,2,2,3,0.0738632213431357,0.150564683662835,0.77557209499403
"545",10,9,0,0,1,1,1,1,0.985896933695699,0.00382492991739206,0.0102781363869092
"546",10,5,0,0,2,2,2,3,0.462027183622565,0.0697868238365981,0.468185992540837
"547",0,0,5,5,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"548",3,0,8,7,1,2,2,2,0.0303336817392185,0.853667235666579,0.115999082594203
"549",5,0,9,10,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"550",5,0,0,0,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"551",5,7,0,0,2,2,1,1,0.488619041168091,0.215413755085824,0.295967203746085
"552",0,0,10,10,2,1,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"553",0,5,10,10,1,1,1,2,0.125899972043146,0.711760219445069,0.162339808511786
"554",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"555",10,10,3,0,2,2,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"556",8,7,0,0,2,2,1,1,0.790358606609221,0.0507306537055148,0.158910739685265
"557",0,0,8,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"558",6,4,8,9,1,1,2,3,0.197571765936269,0.188097575645228,0.614330658418502
"559",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"560",0,0,10,10,2,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"561",5,8,2,5,2,2,2,1,0.577832761163517,0.181816931162981,0.240350307673502
"562",0,0,10,10,1,1,1,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"563",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"564",10,10,0,0,2,2,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"565",0,0,10,10,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"566",10,5,0,0,2,1,1,3,0.462027183622565,0.0697868238365981,0.468185992540837
"567",10,10,9,10,2,2,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"568",5,6,6,6,2,2,2,1,0.383913481208722,0.252642042659962,0.363444476131316
"569",8,9,9,9,1,1,2,1,0.953197577198148,0.0145428652024663,0.0322595575993861
"570",1,0,10,9,1,1,2,2,0.0018445236898459,0.993375609038411,0.00477986727174346
"571",0,0,5,5,2,2,2,2,0.00919622310310039,0.969962079593613,0.0208416973032866
"572",10,5,0,0,2,1,1,3,0.462027183622565,0.0697868238365981,0.468185992540837
"573",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"574",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"575",10,10,0,0,2,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"576",5,0,10,10,2,1,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"577",7,8,5,2,2,1,2,1,0.806395505103341,0.0615509621406489,0.132053532756011
"578",8,0,8,10,2,2,2,3,0.0215368910905608,0.0316172816459339,0.946845827263505
"579",10,8,0,0,1,1,2,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"580",0,8,8,8,1,1,2,2,0.271295903276242,0.499387289121483,0.229316807602275
"581",10,0,10,10,2,1,1,3,0.0632127688785635,0.0550026674258473,0.881784563695589
"582",4,0,7,9,2,2,2,2,0.0578969456887985,0.646804014837214,0.295299039473988
"583",5,10,0,0,1,1,1,1,0.677120811412406,0.143693414348996,0.179185774238598
"584",10,10,0,0,2,2,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"585",10,8,4,5,2,2,2,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"586",10,10,4,1,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"587",10,10,0,0,1,1,2,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"588",10,8,1,1,2,1,2,1,0.951732840958691,0.0116206004735443,0.0366465585677645
"589",8,8,2,0,2,1,1,1,0.908994400780259,0.025452049081644,0.065553550138097
"590",2,5,5,5,1,1,1,2,0.16022878776009,0.620550856510913,0.219220355728997
"591",9,10,0,0,1,1,1,1,0.982832016164015,0.00538056526105506,0.01178741857493
"592",8,10,0,0,1,1,1,1,0.946886856813528,0.0178553940368118,0.0352577491496606
"593",9,5,0,0,2,2,1,3,0.419094565636593,0.0743783240785686,0.506527110284838
"594",5,0,1,0,2,2,2,3,0.0707433876848691,0.398343040195579,0.530913572119552
"595",10,5,0,0,1,2,2,3,0.462027183622565,0.0697868238365981,0.468185992540837
"596",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"597",3,0,8,9,2,2,2,2,0.0303336817392185,0.853667235666579,0.115999082594203
"598",5,1,5,8,2,2,2,3,0.077500068021449,0.366468352785861,0.55603157919269
"599",10,9,0,0,1,1,2,1,0.985896933695699,0.00382492991739206,0.0102781363869092
"600",10,5,0,0,1,1,2,3,0.462027183622565,0.0697868238365981,0.468185992540837
"601",5,3,5,6,1,1,1,3,0.134041585002754,0.325953365517168,0.540005049480079
"602",5,7,2,3,2,1,1,1,0.488619041168091,0.215413755085824,0.295967203746085
"603",10,10,0,0,1,1,1,1,0.974344548644874,0.00763781631334832,0.0180176350417773
"604",10,0,10,10,2,2,2,3,0.0632127688785635,0.0550026674258473,0.881784563695589
